"Kind"	"Name"	"DataAsset"	"ChosenTextureName"	"ChosenTextureAsset"	"PNG"	"SourcePNG"	"Size"	"Format"
"Building"	"Spark Figurine Metal Sponge"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_MetalSponge.uasset"	"Spark Figurine Metal Sponge"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_MetalSponge.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Spark Figurine Metal Sponge.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_SparkFigurine_MetalSponge.png"	"512x512"	"PF_DXT5"
"Building"	"Spark Figurine Metal Wrench"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_MetalWrench.uasset"	"Spark Figurine Metal Wrench"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_MetalWrench.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Spark Figurine Metal Wrench.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_SparkFigurine_MetalWrench.png"	"512x512"	"PF_DXT5"
"Building"	"Spark Figurine Stony Balloon"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_StonyBalloon.uasset"	"Spark Figurine Stony Balloon"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_StonyBalloon.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Spark Figurine Stony Balloon.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_SparkFigurine_StonyBalloon.png"	"512x512"	"PF_DXT5"
"Building"	"Spark Figurine Stony Bomb"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_StonyBomb.uasset"	"Spark Figurine Stony Bomb"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_StonyBomb.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Spark Figurine Stony Bomb.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_SparkFigurine_StonyBomb.png"	"512x512"	"PF_DXT5"
"Building"	"Spark Figurine Stony Cart"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_StonyCart.uasset"	"Spark Figurine Stony Cart"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_StonyCart.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Spark Figurine Stony Cart.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_SparkFigurine_StonyCart.png"	"512x512"	"PF_DXT5"
"Building"	"Spark Figurine Stony Pebble"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_StonyPebble.uasset"	"Spark Figurine Stony Pebble"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_StonyPebble.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Spark Figurine Stony Pebble.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_SparkFigurine_StonyPebble.png"	"512x512"	"PF_DXT5"
"Building"	"Spark Figurine Stony Scouting"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_StonyScouting.uasset"	"Spark Figurine Stony Scouting"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_StonyScouting.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Spark Figurine Stony Scouting.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_SparkFigurine_StonyScouting.png"	"512x512"	"PF_DXT5"
"Building"	"Spark Figurine Stony Spike Ball"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_StonySpikeBall.uasset"	"Spark Figurine Stony Spike Ball"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_StonySpikeBall.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Spark Figurine Stony Spike Ball.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_SparkFigurine_StonySpikeBall.png"	"512x512"	"PF_DXT5"
"Building"	"Spark Figurine Stony Sword"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_StonySword.uasset"	"Spark Figurine Stony Sword"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_StonySword.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Spark Figurine Stony Sword.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_SparkFigurine_StonySword.png"	"512x512"	"PF_DXT5"
"Building"	"Spark Figurine Wooden Brush"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_WoodenBrush.uasset"	"Spark Figurine Wooden Brush"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_SparkFigurine_WoodenBrush.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Spark Figurine Wooden Brush.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_SparkFigurine_WoodenBrush.png"	"512x512"	"PF_DXT5"
"Building"	"Stone Minion Assembler"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneMinionAssembler.uasset"	"Stone Minion Assembler"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneMinionAssembler.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Stone Minion Assembler.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_StoneMinionAssembler.png"	"512x512"	"PF_DXT5"
"Building"	"Stone Set Arch 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Arch_01.uasset"	"Stone Set Arch 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Arch_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Stone Set Arch 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_StoneSet_Arch_01.png"	"512x512"	"PF_DXT5"
"Building"	"Stone Set Arch 02"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Arch_02.uasset"	"Stone Set Arch 02"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Arch_02.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Stone Set Arch 02.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_StoneSet_Arch_02.png"	"512x512"	"PF_DXT5"
"Building"	"Stone Set Bench 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Bench_01.uasset"	"Stone Set Bench 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Bench_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Stone Set Bench 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_StoneSet_Bench_01.png"	"512x512"	"PF_DXT5"
"Building"	"Stone Set Lantern 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Lantern_01.uasset"	"Stone Set Lantern 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Lantern_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Stone Set Lantern 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_StoneSet_Lantern_01.png"	"512x512"	"PF_DXT5"
"Building"	"Stone Set Pedestal 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Pedestal_01.uasset"	"Stone Set Pedestal 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Pedestal_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Stone Set Pedestal 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_StoneSet_Pedestal_01.png"	"512x512"	"PF_DXT5"
"Building"	"Stone Set Pedestal 02"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Pedestal_02.uasset"	"Stone Set Pedestal 02"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Pedestal_02.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Stone Set Pedestal 02.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_StoneSet_Pedestal_02.png"	"512x512"	"PF_DXT5"
"Building"	"Stone Set Pillar 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Pillar_01.uasset"	"Stone Set Pillar 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Pillar_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Stone Set Pillar 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_StoneSet_Pillar_01.png"	"512x512"	"PF_DXT5"
"Building"	"Stone Set Pot 1x1 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Pot_1x1_01.uasset"	"Stone Set Pot 1x1 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Pot_1x1_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Stone Set Pot 1x1 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_StoneSet_Pot_1x1_01.png"	"512x512"	"PF_DXT5"
"Building"	"Stone Set Pot 1x2 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Pot_1x2_01.uasset"	"Stone Set Pot 1x2 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Pot_1x2_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Stone Set Pot 1x2 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_StoneSet_Pot_1x2_01.png"	"512x512"	"PF_DXT5"
"Building"	"Stone Set Pot 2x2 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Pot_2x2_01.uasset"	"Stone Set Pot 2x2 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_Pot_2x2_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Stone Set Pot 2x2 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_StoneSet_Pot_2x2_01.png"	"512x512"	"PF_DXT5"
"Building"	"Stone Set Unique Item 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_UniqueItem_01.uasset"	"Stone Set Unique Item 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneSet_UniqueItem_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Stone Set Unique Item 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_StoneSet_UniqueItem_01.png"	"512x512"	"PF_DXT5"
"Building"	"Stone Workshop"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneWorkshop.uasset"	"Stone Workshop"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_StoneWorkshop.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Stone Workshop.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_StoneWorkshop.png"	"512x512"	"PF_DXT5"
"Building"	"Stonecutter"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_Stonecutter.uasset"	"Stonecutter"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_Stonecutter.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Stonecutter.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_Stonecutter.png"	"512x512"	"PF_DXT5"
"Building"	"Temperature Regulator Recipe Version"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TemperatureRegulator_RecipeVersion.uasset"	"Temperature Regulator Recipe Version"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TemperatureRegulator_RecipeVersion.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Temperature Regulator Recipe Version.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_TemperatureRegulator_RecipeVersion.png"	"512x512"	"PF_DXT5"
"Building"	"Theme Park Set Arch 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Arch_01.uasset"	"Theme Park Set Arch 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Arch_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Theme Park Set Arch 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_ThemeParkSet_Arch_01.png"	"512x512"	"PF_DXT5"
"Building"	"Theme Park Set Arch 02"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Arch_02.uasset"	"Theme Park Set Arch 02"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Arch_02.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Theme Park Set Arch 02.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_ThemeParkSet_Arch_02.png"	"512x512"	"PF_DXT5"
"Building"	"Theme Park Set Bench"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Bench.uasset"	"Theme Park Set Bench"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Bench.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Theme Park Set Bench.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_ThemeParkSet_Bench.png"	"512x512"	"PF_DXT5"
"Building"	"Theme Park Set Item Pedestal"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_ItemPedestal.uasset"	"Theme Park Set Item Pedestal"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_ItemPedestal.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Theme Park Set Item Pedestal.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_ThemeParkSet_ItemPedestal.png"	"512x512"	"PF_DXT5"
"Building"	"Theme Park Set Lantern"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Lantern.uasset"	"Theme Park Set Lantern"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Lantern.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Theme Park Set Lantern.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_ThemeParkSet_Lantern.png"	"512x512"	"PF_DXT5"
"Building"	"Theme Park Set Pillar 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Pillar_01.uasset"	"Theme Park Set Pillar 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Pillar_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Theme Park Set Pillar 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_ThemeParkSet_Pillar_01.png"	"512x512"	"PF_DXT5"
"Building"	"Theme Park Set Pot 1x1"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Pot_1x1.uasset"	"Theme Park Set Pot 1x1"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Pot_1x1.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Theme Park Set Pot 1x1.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_ThemeParkSet_Pot_1x1.png"	"512x512"	"PF_DXT5"
"Building"	"Theme Park Set Pot 1x2"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Pot_1x2.uasset"	"Theme Park Set Pot 1x2"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Pot_1x2.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Theme Park Set Pot 1x2.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_ThemeParkSet_Pot_1x2.png"	"512x512"	"PF_DXT5"
"Building"	"Theme Park Set Pot 2x2"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Pot_2x2.uasset"	"Theme Park Set Pot 2x2"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_Pot_2x2.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Theme Park Set Pot 2x2.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_ThemeParkSet_Pot_2x2.png"	"512x512"	"PF_DXT5"
"Building"	"Theme Park Set Spark Pedestal"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_SparkPedestal.uasset"	"Theme Park Set Spark Pedestal"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_SparkPedestal.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Theme Park Set Spark Pedestal.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_ThemeParkSet_SparkPedestal.png"	"512x512"	"PF_DXT5"
"Building"	"Theme Park Set Unique Item 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_UniqueItem_01.uasset"	"Theme Park Set Unique Item 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_ThemeParkSet_UniqueItem_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Theme Park Set Unique Item 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_ThemeParkSet_UniqueItem_01.png"	"512x512"	"PF_DXT5"
"Building"	"Train Jump Track"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainJumpTrack.uasset"	"Train Jump Track"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainJumpTrack.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Train Jump Track.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_TrainJumpTrack.png"	"512x512"	"PF_DXT5"
"Building"	"Train Locomotive"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainLocomotive.uasset"	"Train Locomotive"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainLocomotive.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Train Locomotive.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_TrainLocomotive.png"	"512x512"	"PF_DXT5"
"Building"	"Train Locomotive Roller Coaster"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainLocomotiveRollerCoaster.uasset"	"Train Locomotive Roller Coaster"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainLocomotiveRollerCoaster.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Train Locomotive Roller Coaster.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_TrainLocomotiveRollerCoaster.png"	"512x512"	"PF_DXT5"
"Building"	"Train Loop De Loop"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainLoopDeLoop.uasset"	"Train Loop De Loop"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainLoopDeLoop.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Train Loop De Loop.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_TrainLoopDeLoop.png"	"512x512"	"PF_DXT5"
"Building"	"Train Photo Track"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainPhotoTrack.uasset"	"Train Photo Track"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainPhotoTrack.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Train Photo Track.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_TrainPhotoTrack.png"	"512x512"	"PF_DXT5"
"Building"	"Train Sensor"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainSensor.uasset"	"Train Sensor"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainSensor.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Train Sensor.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_TrainSensor.png"	"512x512"	"PF_DXT5"
"Building"	"Train Station Module Stop Locomotive"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainStationModule_StopLocomotive.uasset"	"Train Station Module Stop Locomotive"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainStationModule_StopLocomotive.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Train Station Module Stop Locomotive.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_TrainStationModule_StopLocomotive.png"	"512x512"	"PF_DXT5"
"Building"	"Train Station Moduleargo Wagon Loader"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainStationModuleargoWagonLoader.uasset"	"Train Station Moduleargo Wagon Loader"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainStationModuleargoWagonLoader.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Train Station Moduleargo Wagon Loader.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_TrainStationModuleargoWagonLoader.png"	"512x512"	"PF_DXT5"
"Building"	"Train Wagon Big Cargo"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainWagon_BigCargo.uasset"	"Train Wagon Big Cargo"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainWagon_BigCargo.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Train Wagon Big Cargo.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_TrainWagon_BigCargo.png"	"512x512"	"PF_DXT5"
"Building"	"Train Wagon Rollercoaster"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainWagon_Rollercoaster.uasset"	"Train Wagon Rollercoaster"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainWagon_Rollercoaster.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Train Wagon Rollercoaster.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_TrainWagon_Rollercoaster.png"	"512x512"	"PF_DXT5"
"Building"	"Train Wagonargo"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainWagonargo.uasset"	"Train Wagonargo"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_TrainWagonargo.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Train Wagonargo.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_TrainWagonargo.png"	"512x512"	"PF_DXT5"
"Building"	"Village Monument"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_VillageMonument.uasset"	"Village Monument"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_VillageMonument.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Village Monument.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_VillageMonument.png"	"512x512"	"PF_DXT5"
"Building"	"Village Set Arch 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_VillageSet_Arch_01.uasset"	"Village Set Arch 01"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_VillageSet_Arch_01.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Village Set Arch 01.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_VillageSet_Arch_01.png"	"512x512"	"PF_DXT5"
"Building"	"Village Set Arch 02"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_VillageSet_Arch_02.uasset"	"Village Set Arch 02"	"Loc/Content/Loc/UI/Buildmenu/BuildingIcons/T_Gen_VillageSet_Arch_02.uasset"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites_selected\buildings\Village Set Arch 02.png"	"F:\Steam\steamapps\common\Oddsparks\oddsparks_sprites\buildings\T_Gen_VillageSet_Arch_02.png"	"512x512"	"PF_DXT5"
